,Unnamed: 0,comment
556,556,Mulyono wes rongsokkk lahh!!!
557,557,Tumbang😂😂😂
558,558,"selama seorang pemimpin bekerja dengan baik untuk rakyat maka dia akan didukung rakyat, siapapun dia, berapapun usianya.
kepemimpinan bukan hanya milik yg tua tua"
559,559,Kita 16% kan yg di dukung kim plud😁
560,560,Negara ini semakin tdk karuan
561,561,4N15 : Mengabdi pd PDIP lebih baik dr pd mengabdi pd RIJIK & ROKY Gr.
562,562,Mulyono mumet hahah
563,563,"Pram merupakan kepercayaan jokowi..
Pilkada 2025, pram dan jokowi pecah..
Apakah jokowi akan membulli 10:59  alias kriminalisasi  pramono anum?
Karena pramono anum ada kasus EKTP.."
564,564,Cawe cawe itu perlu agar tidak jatuh ketangan yg salah .
565,565,Rakyat meski move on dari mulyana dan mulyana meski sadar bahwa bukan raja.
566,566,"Jokowi mantan presiden, bagaikan singa tanpa taring"
567,567,"Strategi Jokowi Sand Kiri, Belook Kanan sdh tak Berhasil,...ap lagi di wilayah DKI,...Jokowi adalah Musuh bersama,...siapapun yg di dukung Jokowi,  hrs di Kalahkan agar tidak Berkuasa."
568,568,Aneh ketua partai masih takut sm mulyono
569,569,"Tempo karena ga d kasih project d era mulyono, akhirnya dendam kepada mulyono dan fitnah sana sini"
570,570,Kini Jokowi adalah orang bebas spt kita.... Tidak lagi menjadi Petugas Partai... Tidak lagi menghamba kepada buketum...
571,571,"Ilusi hasil kongkow di cafe ,😂😂😂😂😂😂😂😂😂😂😂😂"
572,572,"Xan ngomong A---Z mslh politik & mbdukung Siapa , yg jls Ketum Pdip tidak bisa di percaya....dg Kokowi hengkang dr odip itu sst oembelajaran utk Ketum pdip yg selama ber tahun2 trll Arogansi pd jader2nya yg menhdi pejabat bhkan trll merendahkannJokowi sbg Presiden....dg kejadian itu rakyat yg cerdas yg menjunjung tinggi Etika , Alhmdlh pdip tidak berdaya pilres 2024....Next Ketum pdip bisa bervenah diri intropeksi diri jgn mrs sombong mrs berkuasa se olah2 bisa berkuasa melalui Jader2nya yg menjdi Dewan , Pejabat daerah maupun pejavat negara bhkan Oresiden bisa di tundukkan....Rakyat yg Cerdas jgn kecolongan lg & masuk ke Kandang Buaya"
573,573,"Kalau yg di dukung Mulyono menang lagi, fix Mulyono mafia pemilu"
574,574,"Tetep ibtruksi habib riziq yg dikkuti coblos no 1 rido ,insya allah menang di jakarta ,tumbangkan calon mak banteng partai merah"
575,575,Coblos Pilkada yg bukan Kepda titipan..
576,576,Presiden bekas rakus nggilani
577,577,😂😂😂 proposal jangan dilupakan
578,578,"Mulyono kenapa jahat dlm jabatan nya, berpolitik jahat demi kekuasaan"
579,579,"Rakyat DKI Jakarta harus mereset ulang pencalonan cagub DKI Jakarta karena cagub sekarang kelihatannya sakit-sakitan yang sangat berefek kedepannya untuk kehidupan DKI Jakarta, masak sih DKI Jakarta yang sangat padat gitu dipimpin oleh seorang pesakitan , dimana netizen Jakarta nya, apakah mereka sakit-sakitan juga ❓❤️❤️❤️❤️❤️❤️"
580,580,"Ayuuu kembangkan politik pembukaan UUD yg murni dan konsekwen,..agar rakyat berdaulat dan sejahtera  rakyatnya tercapai"
581,581,"kayanya Prano Menang nih,,,,,,"
582,582,"Coklat ni memang menyalah gunakan wewenang , kasat mata, tapi menyangkal"
583,583,"Komunikasi yg fair, dan teliti"
584,584,Rk susah menang di jakarta karena di dukung oleh jokowi
585,585,Pokoknya semua yg di dukung jokowi Insya Allah kalah rakyat semakin cerdas tak mau lagi pilih yg di endors jokowi
586,586,klu hasil  pilgub di tentukan buat apa pake pilgub ..gubernur dipilih aj olh presiden biar mkin puas jkw bisa pilih yg dia suka
587,587,ATAU AYO KITA RAKYAT DUKUNG MULYONO CALONNYA MENANG SEMUA ...KITA RAKYAT TAMBAH MISKIN TAMBAH SUSAH DIPAJAK NAIK ....ASAL MULYONO SAK ANAK TURUNNYA HIDUP KAYA RAYA HIDUP MEWAH....KAN DEMI MULYONO ....JADI GPP ASAL JOKOI SENANG ....RAKYAT TAMBAH GEPENG GPP...ASAL JOKOI SUKSES
588,588,Mau tanya mind klo jd buzer bayarannya gede ga trus bisa bikin kaya apa ga apa cuma cukup buat makan nasi bungkus
589,589,wapres rajin blusukan
590,590,Tidak memilih calon yang diendors oleh dia...
591,591,Anies Baswedan cocok jadi Ketum PDI-Perubahan...😀
592,592,"Coblos : Pramono, andika dan risma...libas mulyono dan kroninya."
593,593,apa bener iya info dr orang yg di temui oleh Pa. Jokowi semudah itu di dapatkan ngasih info ke Narsum.... 😂😂😂😂😂
594,594,"Hati2 komen, karena saya yakin mereka ( jkw & pbw), akan menggunakan power mereka,untuk membungkam. Negara ini akan diktator."
595,595,"bau bau mendukung sebelah
gak netral"
596,596,"Masqlqhnya apa
Mwrugika siapa
Anehhhh"
597,597,"Pilkada KALI ini 
Supaya Jokowi Tahu Diri 
Dukungan Jokowi Harus KALAH 
Supaya Jokowi Lebih Tahu Adat"
598,598,"Semoga yang pada komen tidak Munafik. 
Dibibir mendukung Pram rano di dki, andika di jateng tapi menerima logistik dr team lain 😅
Semoga anda sadar diri"
599,599,"Like tertinggi di vidio ini 23rb, tidak diperhitungkan 😅

Dan saya bisa pastikan yg komen di sini pasti masih banyak yg menerima serangan fajar 😅😅
Apee loee, sadar sadar?"
600,600,"Kebenaran itu pasti mensng
Bravo Tempo"
601,601,Joss
602,602,"Prabowo shrsnya bs lari dr ajakan buruk kelakuan Jokowi yg berotak licik,sedang Jokowi aja tega mengianati PDI P yg membesarkan dia,dia conton orng raja tega"
603,603,Kenapa pejabat mantan presiden bisa turun dan Prabowo selaku presiden RI Indonesia pilkada Pilgub Jateng ini urusan suara rakyat biar rakyat bisa memilih hak hak masing masing karena menuju Indonesia maju Indonesiaku tercinta tanah air Indonesia tetap semangat berjuang keras 👃👃👃👃👃🌈👃
604,604,"Sebaiknya Prabowo TDK pantas cawe2 dlm pilkada Krn dia seorang presiden dan presiden itu milik semua,JD sungguh nggak etis kl mendukung salah satu,knp Prabowo kok nggak beda sprti pemimpin kemarin,negara kok dirusak begini ada fenomena apa"
605,605,Nyong wong ngapak jls pilih TNI Andika
606,606,Saya kebumen jawa tengah dukung Andika  - Hendi
607,607,Namanya bocor halus mana ada berita yg. Benar semua omong kosong melulu kacian deh elu wkwkqk
608,608,Ora onok ajine diri percuma urip
609,609,"Siapapun yang di pilih pak Prabowo harus di dukung , untuk kelancaran pemerintahan sampai 2029"
610,610,Gak jokowi gak makan 😂
611,611,𝐭𝐞𝐧𝐠𝐠𝐞𝐥𝐚𝐦𝐤𝐚𝐧 𝐜𝐚𝐥𝐨𝐧 𝐲𝐠 𝐝𝐢 𝐝𝐮𝐤𝐮𝐧𝐠 𝐌𝐮𝐥𝐲𝐨𝐧𝐨
612,612,Kereta cepat
613,613,hidup pak jokowi..
614,614,Media partisan☝️
615,615,Benar2 bocor ☝️
616,616,Smoga pramono menang!! Berharap bisa terusin tugu sepeda yg baru jdi velgnya doank..
617,617,Amit2 ih rusak nya mental orang2 indonesia. Hancur negaraku... Buat jadi pemimpin sampe begini...
618,618,Otak kalian bocor alus tp keliling😂
619,619,Mantannya mantan siapa hayoooo😂😂😂
620,620,Bla bla bla
621,621,👍👍👍👍👍👍👍👍
622,622,"Ara dan effendi simbolon benalu
Tumbangkan mulyono dan sekutunya"
623,623,"Terliht terzng bgt ,klo mulyuno ini haus kekuasa'an,  jauh bgt sama mantan2 persiden sblmnya,'blm puas mulyono ini ngbrak ngbrik ngri ini"
624,624,Di jatim aja poster banyak nama jokowi. Warga indonesia harus cerdas jangan mau di atur2 sama atek2 asing yg mengerus/merusak tambang undang2 negara kita NKRI harga mati
625,625,"Mau bicara apapun 
 JOKOWI  
 Pernah jadi walikota . Jadi gubernur & jadi presiden 2 periode ...fakta yg tak terbantahkan"
626,626,rakyat jgn mau di intimidasi oleh mereka yg berkuasa.
627,627,"Begitu masif dampak negatif keluarga mulyono ini, emang bener apa kata pak JK ""bisa hancur negara ini kalau dia berkuasa"" dan sekarang mulai terjadi."
628,628,Serangan fajar...ambil duitnya. Coblos yg gx ngasih duit😂😂
629,629,😍😍😍👍👍👍
630,630,Pembual
631,631,Dukung jokowi bro
632,632,Keren penjelasannya mantap cadass
633,633,Bocor alus bahas soal tersangka judol apalagi yg keponakan😅😅
634,634,"Tempo super keren. 
Prabowo sama saja dengan Jokowi, pelanggar UU. 

BRAVO ANDHIKA-HENDI."
635,635,"Ulas dong, berita tentang Alwin Jabarti Kiemas, Keponakan Megawati Soekarnoputri jadi Tersangka Kasus Judi Online Komdigi?"
636,636,gak capek bahas Jokowi toh?? sdh ber bulan2
637,637,Kuburkan FIR'AUN JAWA yang sudah membawa petaka di negeri ini.!!!😡
638,638,"Campur Tangannya Tidak Manjur, Ayo Dukung Pramono Rano,"
639,639,Dukung Abah Anies...
640,640,Barisan sakit hati yg proposalnya ditolak...😆
641,641,Tengelamkan Mul cs ke gorong2 jonnn
642,642,"Hentikan dinasti politik jokowi,dg tidak pilih calon yg didukunya."
643,643,"Yang menang  pasti PRAM & DOEL
👍👍👍👍👍👍👍👍👍👍"
644,644,"Analisa ini salah,
Penasaran kita lihat tgl 27 jam 15."
645,645,"IQ 78 ud dilindungi TNI dr pembodohan , ya berarti tinggal celah terakhir yaitu spt psi kemarin penggelembungan di bertingkat kpu, bawaslu tutup mata, menkominfo tutup mata yg ubah2 metadata foto-foto tps pura2 ga tahu salah2 ga teliti di level tps wkwkwk"
646,646,p
647,647,Sy cah Semarang dukung pak Hendi. Karena kinerja beliau cukup baik selama jadi walikota Semarang sblm digantikan walikota skrg
648,648,jokowi terlalu pede dia merasa kalo dia turun gunung dukung RK bakalan memenangkan RK tp faktanya itu jadi blunder
649,649,"Jateng PERKASA
BISMILLAH"
650,650,Jangan pilih calon yg diendors sama Mulyono dimanapun berada
651,651,Jateng mau di Pimpin Polisi ??😢😢😢😢
652,652,Jawa Tengah Pak Tentara ...❤
653,653,Melawan Jokowi di Jakarta dan Jawa Tengah semoga efek negatif Jokowi mempengaruhi pemilih yang belum menentukan pilihannya untuk memilih lawan calon gubernur yang tidak didukung oleh Jokowi
654,654,Nyimak terus bocoor alus
655,655,Rakyat ingin sejaterah dimudakan pekerjaan dll
656,656,Hayo TNI awasi pasukan cokelat uda muak
657,657,Coklat uda ga dipercaya
658,658,"Uda basi pak Prabowo jangan ikut yg lama pengobok"" konstitusi dan pelemah KPK"
659,659,"Kalo kata Hasto,Jokowi tanpa partai coklat tidak ada apa2nya/bukan apa2.🫢🫢🫢"
660,660,Anak si mantan aja sampai turun di plosok2 loh😂
661,661,"Kalau menurut gw ini acara bukan ""bocor Alus"" tapi emang bocor beneran 😅😅😅, soalnya ada yg ngumpan & ada yg nye-mash & semua informasi dibuka vulgar tanpa ada yg ditutup²in.😅😅"
662,662,Boyolali pastikan pilih Andika - Hendi
663,663,Kata kata ini dari mana..yaa...kok super tahu ...😅😅..sudahlah kembalikan pilihan rakyat saja ..terlalu banyak narasi membingungkan..
664,664,"Ada orang  mr.cawe2 jadi bingung krn jagoannya menurut survey anjlok semua, kalau jagoannya sampai kalah , bisa2 stroke."
665,665,Jokowi dah lengser aja masih aja cawe2..emang ngaruh..???😂
666,666,Dengan tidak mendukung calon2nya mulyono....kalian telah menyelamatkan masa depan NKRI.
667,667,Yang didukung mantan jangan dipilih.
668,668,Betul .mulyono ud jahat
669,669,"Wong dipaksakan suka dengan Persija, mana tahan bro? 😂"
670,670,Tempo paling keren
671,671,sok tau orang itu
672,672,"Tempo sekarang gak bermutu ,SOTOI"
673,673,Tenggelam kan Paslon yang di dukung Mulyono
674,674,Kurng yakin
675,675,"Apa itu parcok,"
676,676,Najis klo Gibran capres th 2029  tetap  seperti bapak nya tukang bohong
677,677,Jokowi perusak demokrasi bangsa ini .
678,678,"Segini takutnya
Sampai pemimpin turun gunung
Aduh2
Gak sekalian SBY juga"
679,679,Sama RK aja gk selera gw milihnya... apalg ada Jokowi.
680,680,Kereen tempo bisa seberani ini👍
681,681,Percaya ma PDI??? buktinya Prabowo jls² di khianati itu contohnya di batu tulis
682,682,Momong opo to
683,683,"tau darimana ya mereka² ini
infonya kok ngeri banget

informan² yg di atas apa nggak khawatir kalo ""rahasia"" mereka kok kayaknya segampang ini bocor oleh orang orang sekitarnya ya"
684,684,"Pr terbesar PDIP kalahkan RK dijakarta, Pramono dan doel bisa memenangkan Pilgub jakarta...yg namanya Mulyono akan rungkad/tumbang dengan cepat dan mudah"" Han Pramono bisa menang dipilgub Dki"
685,685,"Kalau pakai cara jujur Lawan politik terberat Mulyono pak Anies Baswedan , berhubung Mukidi sudah tidak takut dosa lagi,cara iblis pun di lakukan, tak heran Mulyono sudah tidak punya rasa malu lagi"
686,686,Kurang angin dong bocor aluss
687,687,"Yaahhh udahlah  gubernurnya jlt sdh pasti mas pram ini keyakinan kami trawangan dari luar jawa.
Numpang komentar ya
Unt Jateng gubernurnya pasti Bang Andika Perkasa."
688,688,Satu kata dari saya buat kalian bertiga (KERREN)👍👍👍
689,689,KIM Plus jangan didukung itu Mulyono
690,690,"Sumut pilih Edi Rahmayadi, tenggelamkan dinasty mulyono"
691,691,"Jangan pilih yang di endorse mulyono, biar rantai kekuasaan dinasty mulyono putus"
692,692,Betul2 jokowi udah nggak bertaring alias amoh
693,693,Prabowo jdlah presiden yg adil dan netral gak usah ikut cawe2 pilkada ckp mulyono ...
694,694,Yes
695,695,Yg bakalan menang ridwan kamil 😂😂😂😂
696,696,Linghas = Lincah
697,697,thumbnailnya barisan patah hati
698,698,mari junjung tinggi demokrasi Tanpa adanya Cawe2 orang2 Liar
699,699,Parcok Udah tau Di bayar Sama Rakyat Malah Jadi Perusuh Banyak Duit Judi Di pakai Buat kampanye lagi...Gayanya Mau berantas tapi setor duit judi mau...Malu....😮
700,700,"Tetap pak andika coblos no ☝️, tenggelamkan Mulyono dan antek²ya biar tumbang"
701,701,Setuju banget dan banget setuju siapapun didukung jokowi jangan didukung tumbangkan saja .
702,702,Maju terus bocor halus bongkar kekejaman dan kebohonhan jokoewi
703,703,Aku siap curang 😂😂😂
704,704,Ada ya macan takut sama kucing memalukan
705,705,Klau ada PARCOK hrsnya PARJO juga bergerak...
706,706,Pilkada rasa pilpres..
707,707,Kan mulyono sdh biasa main curang !!
708,708,Cie cie kenapa kok pada takut sama pak Jokowi
709,709,'Jokowi itu jago Gimmick' Kata Connie di podcast Akbar Faisal Uncensored Bersama Mas hasto
710,710,Huuh..... Gampang temeen  mau mrngkudetaa pk Praboowooo kloo akuu pk Prabowoo dua besok dua pereodeee cawapresnyaaa harus gantiii  kan banyaaak  ms AhY....ituuu juga pantas cawaprees P DIP juga adaaa  golkaar jugaa adaaa jadiii akan lebiih aaduhaaiii  ... PakPrsbowooo  hatiii2 ya Paaak... diaaam2...cawapreees muu ituu lhoo Paaak diaaam2  itu bahayaaaa
711,711,"🤣🤣🤣tempo tetap mengarang bebas dan terlalu picik, narasi nya sama dengan yg di gaungkan kubu pdip , yaitu 2029. bisa gk sih bahas apa yg sebenar nya dibutuhkan jakarta skrg?? siapa yg bisa bekerja?? ya kalau mau jakarta tenggelam sih, lanjutkan saja berpikir picik. grand design jakarta gak akan bisa berjalan selama memilih gubernur yg tidak bisa bekerjasama dgn pusat."
712,712,"Tempo hebat... 
Jadi sedikit bisa nebak-nebak rusaknya demokrasi karena ada nya partai coklat. 
Semoga Green Tea bisa mengawasi Wafer."
713,713,"Menang pak rambu, andika jateng minggir dan bang dol jakarta minggir smua dinasti mulyono"
714,714,"Dari sekian banyak mantan presiden yg baru masuk masa.pensiun, cuma.mulyono yg kepedean banget ikut campur soal pilkada !! Dia berasa dirinya masih seorang presiden !! 😅"
715,715,Apa main pilkada ? Main lawas lu tempo cara lawas katrok cara kuno. Bocor alus bocoran dri si ini kata si itu kata dia kata orang dekat Jokowi. Wkwkwkk hari gini main data bos. Lu kira kita bocah. Lawaaaak lawak tempo
716,716,Sok tau banget bocor Alus Jokowi dari dulu temen nya pram
717,717,Jgn pernah nyoblos yg di dukung raja jawa😂
718,718,JANGAN LUPA FUFUFAFA DI TINDAK ...PRAM DOL MENANG OKE❤❤❤❤❤❤❤❤❤❤❤
719,719,Bingung gw sm jokowi kaya engga puas bnget hidupnya wo mau aja di kadalin
720,720,Ayo tumbangkan antek antek mulyono
721,721,"Guru kencing berdiri, murid kencing berlari..... gara gara mulyono, liat saja sekarang....barisan para menteri terang terangan tanpa malu malu lagi ikut kampanye..."
722,722,Tumbangkan pilihan mantan wkwk😅
723,723,Jokowo...kamu itu siapa...
724,724,Linhas..artinya kacang lupa kulitnya
725,725,"pilih siapa aja ,tp jgn yg didukung jokowi...si perusak konstitusi"
726,726,"Obrolan politik kayak ngobrol sama temen, jadi aku yg orangnya jrang ikutin politik jadi ngerti. Mkasih Tempo"
727,727,Mantap info dan datanya tempo.Mendidik dan membuka wawasan dan kenyataan ttg politik indonesia.
728,728,"Apakah tidak ada bocoran min mengenai manipulasi sistem seperti yg dilakukan di Pilpres kemarin?

Soalnya udah bertebaran info pasukan Cyber buat naikin suara salah satu Calon di sistem. Jadi apapun hasilnya dia yg menang."
729,729,"Bocor Alus sangat mencerdaskan & membuat rakyat mempunyai akal sehat untuk memilih  Pemerintah Daerah yg bisa membuat rakyat makmur,sejahtera & mudah mencari pekerjaan...!!!"
730,730,"Seru banget perbincangan orang ini
Tidak ada beban dan hal hal yang di sembunyikan
Seolah olah mereka lihat secara langsung"
731,731,jokowi ingin pdip tidak dapat apapun termasuk jabatan gubernur
732,732,Wereng coklat memang hama yg meresahkan.
733,733,Support Chanel pemula bang
734,734,Mulai skrg jgn sembarangan minum air gelas
735,735,Karena survey ' jakarta - jateng anjlok ' jokowi panik🤭🤣
736,736,"Dulu faktor Jokowi karena memiskinkan rakyat kemudian dia untuk memenangkan anaknya di Pilpres dgn membagi bagikan Bansos melalui Kep Desa, Sekarang jadi PENGHIANAT PDI-P, dan sifatnya tdk mendidik, lihat sisa logistik Pilpres di LEMPAR LEMPARKAN PADA MASYARAKAT dgn tidak beradab."
737,737,"Ahok ahok jadi orang besar hati lah, masak dari jaman dulu masih dipendem aja sakit hati"
738,738,"seumur umur, baru kali ini mantan presiden indonesia jadi bahan bullyan dan lelucon rakyatnya, tak ada wibawanya sama sekali"
739,739,Undang hasto senjen
740,740,spanduk itu emang ngaruh ya buat naikin elektabilitas?
741,741,RK kalah jadi menteri atau setingkat menteri
742,742,"Kami mendukung,pemimpin baru 2029,Anis dan Ahok."
743,743,...   jeddah nyimacccccc   ...   ...    ❤❤❤❤❤
744,744,"Mantap,seru,PDIP,maju terus,pantang menyerah,cucuran kringat darahpun tidak masalah,sukses,jangan mengecewakan pendukungmu"
745,745,Kak cica makin hari makin cantik dan glowing aja :D
746,746,Andika gubernur
747,747,Memang harus diklahkan pengaruh pak lurah...supaya masalah runyam plitik dikonaha berahir...
748,748,"Jawa barat aja berantakan, destinasi truris banyak pungki"
749,749,"Seru ngikutin politik bersama bocor alus, infonya A1 terus"
750,750,Dasar mulyono
751,751,Sebaik apapun kader dari pdip  pasti tunduk dg perintah megawati
752,752,Tempo emang cerdas is the best
753,753,"lingas itu artinya liar, susah di tangkap, susah di tebak, dan rada-rada licik"
754,754,"SAYA WARGA JATENG MENDUKUNG PENUH UNTUK PEMIMPIN JATENG ANDIKA 
JAKARTA PRAM RANO 
MEDAN EDY RAHMAYADI 💪👍"
755,755,"""meminta dukungan logistik ke pengusaha"" itu bahasa halus dr malak?
Dan krn yg mintanya punya ""nama"" jd istilahnya logistik?
Apa bedanya sama ormas yg pake surat minta logistik ke perusahaan2?"
756,756,Ayo...Rakyat...Tunjukan Kedaulatan kita...kita boleh di Pimpin Penguasa...tp Rakyat ada Kedaulatan sendiri untuk memilih...jangan mau kita dipilih hanya dari sembako dll....ingat Suara Rakyat Suara Tuhan...bukan pembelian dari sembako dll
757,757,Mulyono adalah presiden terburuk dalam sejarah bangsa Indonesia dan aib bagi demokrasi!!!!!!!!
758,758,"ayo gais, kita kembalikan marwah demokrasi yang udah diobok obok rezim :)"
759,759,Power sindrom..
760,760,Mulyono plin plan tdk pantas sbgai mantan pemimpin bangsa
761,761,"Itu namanya Jokowi itu plin plan,sein kiri beloknya kekanan"
762,762,"Anak SMA jg tahu, klo Jokowi punya agenda di 2029 ( Gibran calon presiden).. persiapan untuk menguatkan jaringan politik Jokowi ( melanggengkan kekuasaan klan ).. rela turun gunung jd jurkam. Gk kaget klo sein kanan belok kiri.."
763,763,"Lingas bukan linghas 😅
Lingas itu artinya kurang lebih sulit dikendalikan"
764,764,Org banyak yg lupa kalau mr perkasa itu mantan panglima dan menantu sesepuh BIN RI
765,765,"Sebuah dosa besar partai yang melahirkan Monster perusak Demokrasi .Semua Presiden mempunyai sisi kebaikan dan keburukan masing masing.
Tapi lahirnya Monster perusak Demokrasi yang sangat merusak Negri ,tidak ada yang nama nya persaingan sehat semua serba otoriter dikuasai pemerintah berkuasa ,Dari teknik sampai non teknik sudah menjadi ranah Pemerintah yang berkuasa dibantu dengan semua aparaturnya .
Kebebasan kembali dibelenggu ."
766,766,PRAMONO - RANO MENANG 70% DI PILKADA JAKARTA 2024  !!!!!!!!!!!! OLE... OLE... OLE... OLE... OLE...
767,767,Kalian milih siapa ges???
768,768,Hadir ketapang kalbar
769,769,Mendengar informasi ini saya langsung ingat kata2 Achilles.tidak ada perjanjian antara manusia dan hewan
770,770,"tetap no 2
Darms pangrekun"
771,771,pilih yg mau jalanin agenda 21 ajalah
772,772,"maaf salfok, chica makin cantik aja. heran!!"
773,773,Wowo balas Budi terhadap parcok yg berjasa memengkan dia di jateng😂
774,774,Pasti tim nya jendral Hendropriyono ya klo memang sdh  purnawirawan... Who knows...
775,775,"Kenapa ya, pemimpin pemimpin kita tidak ngasih contoh yg baik untuk rakyat sih....heran saya..gemes saya Prabowo lagi ikut ikutan gaya Jokowi yg mm dah gak punya akhlak..gak malu ,gak punya malu ......."
776,776,Kasih paham lah buat mantan...
777,777,Jokowi ga bakal menang lawan Anis kalau fer ga pake aparatur negara akan kalah total
778,778,"lau mau di bocorkan wajib spill bang,,, ni malah kaga sesuai nama,,  *BOCOR ALUS*"
779,779,Easy tim senyap pak andhika faktor mertua beliau tinggal dilist aja
780,780,Jokowi menderita post power syndrom ternyata
781,781,kalau memang nasdem bilang gitu kenapa nasdem gabung kim plus ya ? kenapa dulu gak dukung Anies sama PKS ?
782,782,"Negara ini udh runyam krn ulah"" pemimpin yg gx amanah, dibahas juga percuma krn gx pro rakyat secara tulus"
783,783,Jokowi turun drajat dari presiden skarang jadi jurkam  pilgub smoga  rakyat punya akal sehat jgn pilih yang didukung jokowi
784,784,Anis Andika mantap loh
785,785,"Jangan memilih calon yang diendors mulyono, kelihatanya sepele tapi jika  calon yang diusung mulyono jadi mungkin kita akan melihat gibran jadi presiden di tahun 2029,kok bisa ya bisa lihat lah sekarang orang baca berita online macam merdeka tribuns kompas liputan6 okezone  bukan tambah pinter malah tambah bego karena semua media milik oligarki dan oligarki ini bisa membeli suara rakyat seluruh indonesia kok bisa dibeli ya karena sudah dibuat bego sama media milik oligarki"
786,786,"Boleh engga suara saya buat memilih di jateng, di daerah saya ga kepake tuh 😅😅😅😅"
787,787,Tenggelamkan semua calon Mulyono
788,788,gank jegal sepandai pandainya menjegal pasti akan terjegal
789,789,Baru periode Pak jokowi bro.. Demokrasi gk karukaruan.Hukum diindonesia di buat sesukanya.memang benar prestasinya byak tp jgn lupa jg kalau dia keliru ya kita ttap hrus menyalahkannya juga...
790,790,Pancet ae jokowi😅😅😅
791,791,Asik...asik...asikk...😃😃
792,792,COBA BOCOL ALUS bikin tiap hari podcast nya ini jadi kaya raya dapat acsent youtube haaa....maju terus bocol alus
793,793,Apakah masih bisa percaya dgn pdip.... Hmmm
794,794,semoga dukungan pak ANIES menang3x
795,795,tumbangkan semua yg di endorse jokowi !
796,796,Jawaban abu jahal memerangi Rasulullah? Jawaban nya mirip di menit 3.06 🤣
797,797,NGARANG TAPI KADANG TEPAT 😁😁
798,798,"apa kabar pilkada di banten dan kab/kota di banten kayak tangkot, tangerangkab, pandeglang, dan lebak?"
799,799,apakah akan rilis majalah terkait kisah pilkada jkt 2024?
800,800,BANYAK HALUNISASI NYA 😁
801,801,"Menarik ulasan bocor alus tempo menambah wawasan politik juga mengalihkan dukungan untuk kandidat yg terbaik diseluruh daerah terutama jakarta jateng jabar dengan tidak mendukung yg didukung oleh MANTAN tentunya Kami Siap mencoblos Pram Dul, Andika Hendi, juga Ibu Risma yg Bersih dan pembela masyarakat bawah 💪💪💪"
802,802,KERJA KERJA UNTUK BANGSA 🤩👍
803,803,MANUT PAK JOKOWI 🧡💪
804,804,Tenggelam kan smua calon2 kepala daerah yg berbau mulyono.
805,805,"Parcok ditempatkan dibawa menteri bukan dibawah presiden, sesuai visi dan cita cita  Prabowo  saat pilpres 2014"
806,806,Warga Malang Raya... Pilih siapa ya?
807,807,"klo kandidat makassar,,ga sampe ke sana sokongan JKW kan?"
808,808,"Mengirim RK ke jakarta, menjegal Anies adalah cara dini untuk mengeliminasi lawan 2029"
809,809,"Jokowi harus dihentikan. Sudah keterlaluan, ambisi politiknya. Saya ingat betul sesi wawancara beliau berkata ""saya akan kembali ke solo sebagai rakyat biasa"". Ternyata itu berbalik, mencoba intervensi, melakukan bayang-bayang pada presiden Prabowo. Tidak boleh ada dua matahari, presiden kita adalah Prabowo Subianto. Waktunya memenangkan Pram-Doel untuk Jakarta & Perkasa-Hendi untuk Jateng. Dengan ini kita menjaga marwah prabowo sebagai presiden."
810,810,Oh kami mendukung dong mantan presdn kami berpihak krn yg bgs &baik memang hrs didukung orang bgs dan baik😊❤
811,811,Dukung PRAMONO RANO
812,812,"""alhamdulillah"""
813,813,mantap
814,814,PDIP kalao gabung di pemerintahan dia hanya akan menjadi penghianat saja di pemerintahan pak Prabowo
815,815,"Tempo anti jokowi, berani ngak sma prabowo...??!"
816,816,Sen kiri belok kanan 🤣
817,817,Mantan adalah maut haha haha
818,818,"Terbukti MULYONO haus sanjungan dan puja-puji, stelah lengser dan pulang ke solo dia ngelamun kq gak pernah msk TV dan di sanjung masyarakat lagi ???
Akhirnya nekad jadi JURKAM, yng penting msh diberitain dan disapa masyarakat 😛😛"
819,819,Sejuta Jokowi... yg dukung RK... Aing mah.. sekali Anies tetap Anies.
820,820,"Klo pilihannya antara mulyono dan simerah, saya ga liat ada pilihan yg lebih baik. Mereka itu sama aja, hanya saja sekarang ini beda kepentingan aja. Ini cuma tentang kue kekuasaan. Klo dulunya saling bertemu kepentingannya, klo skrng bersebrangan"
821,821,"Bukan main rakusnya Jokowi,, meski semua sdh didapat,, masih kurang saja. Yg disesalkan sikap para ketua partai yg tetap tunduk pada pengaruh Mulyono."
822,822,"Cegah dinasti berkembang, jangan pilih yang didukung sang mantan presiden"
823,823,Ya Allah menangkanlah bpk andika.aamiin
824,824,Haduuh... Kacau nih 😅
825,825,"Adu jenius antara Jokowi dengan Sukarno baru, Jokowi hantu politik yang bergentayangan kesana kemari mengejar Megawati Soekarnoputri dan PDIP vs cahaya bersinar menyala, tingkat kedua ilmu mercusuar Sukarno, yang dihidupkan oleh Satrio Kebagusan, Sukarno baru.dasar dari tatanan baru."
826,826,38:52 teh tarik vs green tea...hahahhahaha
