,Unnamed: 0,comment
241,241,"Biarpun kita nggak mendukung tetap aja menang karena rakyat bawah banyak yang nggak tahu politik, asal yang ngasih sembako dan amplop ya  itu dia  yang  dipilih,  maka yang kita  dukung mati-matian nggak menang  karena tidak memberi sembako dan amplop,  dari dulu curang terus 😭"
242,242,"Musuh terbesar Prabowo adalah mulyono. bukan megawati, bukan anies, bukan andika dan lainya.
karena nanti prabowo bisa dikriminalisasi oleh mulyono jika tangan2 mulyono masih diberi kekuasaan. dg tujuan supaya gibran bisa naik. itu prediksi saya.
maka hati2 pak Prabowo akan jebakan2 batman Mulyono."
243,243,Parcooooookkkkkkkkkk😂
244,244,"BERARTI JOKOWI SUDAH TIDAK ADA APA2NYA 😂😂😂😂
PDI P HARUS INTROSPEKSI,,,KARENA ANIS SANGAT KUAT MASYARAKAT JAKARTA,,,REAL DENGAN BUKTI.. SETELAH PENCOBLOSAN.
Berarti jokowi merusak demokrasi di negeri tercinta ini.."
245,245,"Artinya
Figur msh faktor utama
Mesin sistem faktor berikutnya
Partai faktor buncit

PDI jgn kepala besar
PKS jgn pikr py pendukung diehard buta mata

Rakyat Jakarta tge best.. 
Cukup sekali fikadali gorong²"
246,246,saham tempo makin nyungsep
247,247,"Mulyono ga berani endors rk suswono 
Dia sadar ga punya basis pendukung dijkrta 
Anak abah dan ahokers bersatu kelar si rk"
248,248,Tempo 👍👍💪💪🎉🎉
249,249,Dari semua pembahasan ini akhirnya harus mengakui the power of bansos dan serangan fajar
250,250,Sehat selalu tim bocor alusss ❤. Big thanks udh mencerdaskan rakyat
251,251,"Klo bicara politik ga usah bicara netral.
Netral dlm berpolitik itu hanya mitos"
252,252,"Muljono benci sama lawan politik nya yg populer, cerdas dan ganteng(anies, tom lembong😂)...
Skrg anda2 bsia paham siapa yg kriminalisasi tomlembong😂😂"
253,253,Keprucut mbakkk😂😂😂
254,254,Semangat Bang Pram suarakan kebenaran dan tetap obyektif
255,255,Menit 04.39 di edit berarti bahaya tuh pembicaraannya😂
256,256,Baru tahun ini ada media yang luar biasa mengemukakan semua hal panjang umur perjuangan
257,257,Kekalahan RK yg di endorse mulyono adalah bukti dia udah ga ada apa2 nya.. lg an RK mau2 aja..skrg termenung2 dia
258,258,PKS di prank
259,259,Gak ada yang gak mungkin & gak bisa bagi Mulyono....anaknya aja bisa jadi pake segala macem cara
260,260,Di jakarta pdip kuat tp di sumut banten jabar jatim pdip kalah telak
261,261,"Dari sini saya tahu bagaimana peran politik parpol bekerja, sekalipun ridwan kamil kompeten sebagai gubernur. yang lebih penting adalah kepentingan dan keuntungan pendukung. Mau partai atau pribadi 😂"
262,262,"Ini masalah bisnis saja, semua media sering memberitakan Jokowi dan Anies karena selalu mendapat respon yang besar dari masyarakat.  Tidak peduli ini akan memperkuat polarisasi antara pendukung. Tidak peduli akan menciptakan perpecahan di tengah-tengah masyarakat."
263,263,Bocor ga nihhhh
264,264,"Sangat MEMALUKAN bangsa dan negara... 
Pilih oposisi dan perubahan TITIK."
265,265,Wani piro
266,266,Jokowi lgi cari kerjaan 😂😂
267,267,CHANNEL KOCAK 😂😂
268,268,Awalnya  aq respec sama bocor alus tp setelah sy tahu jadi muak
269,269,Siap serentak  jangan memilih calon PILGUB siapapun yang di dukung OLEH jokowi ❤❤❤
270,270,"model cawe2 baru terjadi di era p owi.

kperiode sebelumnya..pilgub2 g ada cawe2..pgp di jateng berjuang sendiri + mesin partai.
Ter balik2 jadinya..masy makin dibodohi... hg diri dimana.
di pilpres ..pgp jateng punya target 60% memilih owi jadi presiden..apa balasannya..justru ada upaya menghancurkan..jahatnyaluar biasa."
271,271,Harus diputus sih cengkraman Mulyono berani ga Prabowo untuk tida di setir
272,272,Gila sih Mulyono serakah dan rakus haus akan darah kekuasaan sudah hilang etika dan rasa malu
273,273,Pram dul👍👍👍👍👍👍👍👍
274,274,"Sukarno (1945–1967) Bapak Proklamator
Suharto (1967–1998) Bapak Pembangunan
B.J. Habibie (1998–1999) Bapak Teknologi
Abdurrahman Wahid (Gus Dur) (1999–2001) Bapak Pluralisme
Megawati Soekarnoputri (2001–2004) Ibu Kebangkitan Demokrasi
Susilo Bambang Yudhoyono (SBY) (2004–2014) Bapak Perdamaian
Joko Widodo (Jokowi) (2014–2024) Bapaknya Gibran"
275,275,Jokowi jelas orang yg tidak mau tau jasa orang lain tapi di selalu ingatkan jasanya ke orang lain ini fakta jangankan ke Pramono anum sedangkan je Megawati dan PDIP yg jasanya tidak terhitung untuk Jokowi dan keluarganya di lupakan Bakan Jokowi lebih jahatnya mau benamkan PDIP dan Megawati bayangin orang waras pola pikirnya suruh nilai Jokowi orang seperti apa gambarannya sudah jelas
276,276,Yang penting bukan orang yaman yang berkuasa
277,277,"Masalah y  Pram jg di dukung jokowi 
hanya  satu yg penting Anis tdk maju 
Saking takut y sama Anis  ,"
278,278,"Udah bukan Presiden tapi masih bisa ngusung wkwkwk, memang hebat mulyono. SBY aja ga seserakah itu."
279,279,Sangat jelas tdk bisa dielakan bahwa mulyono ingin sangat berkuasa sampai hayatnya
280,280,"rajanya Bansos, enteng aja uang rakyat buat kampanye"
281,281,"Sbanr siape sih sosok Jokowi, kan ude habis masa jabatan y...knape org pade masih patuh sama omonganan y.
Ape Belio utusan dr China ape lagi Mane sih, gurbernur jakarta die yg pilih Gubernur Jawa tanggan die yg nentuan ,ngak abis pikiran"
282,282,"Ngeri banget hasrat para politikus agar tetap berkuasa atau melanjutkan kader/keluarga meneruskan kekuasaan
Apakah takut klo ga berkuasa, perbuatannya selama menjabat akan dikasus kan?"
283,283,Mau di bawa kemana negara ini rakyat kecewa
284,284,"Lihat aja broo tgl 27 siapa yg menang,,, yg di dukung dgn P.Jokowi Insya Alloh menang...."
285,285,"Jangan percaya sama media Tempo, bocorr semuanya."
286,286,Jgn pilih semua yg diendors mulyono
287,287,"Ayo para pendukung NON mulyono.....kita bersatu, ""mengubur"" mulyono cs..."
288,288,Bocor halus memang top.analisNya sangat tajam. Saya se 7 untuk jangan mendukung calon yg di endoors muliono. Muliono bener2 gak tau malu ya...ndk puas 2 perikde. Mau sorong lagi sisamsul yg maaih ingusan.
289,289,Budak mana bang nyaho ka linghas sagala?
290,290,Ank Abah presiden di
291,291,Memang Mulyono ini perusak demokrasi 😅
292,292,Yg saya salut.. tempo bocor alus selalu dapat info A1. Berarti masih banyak org yg peduli dg bangsa ini cuma takut bersuara.
293,293,Gk ap2 pk anis mendukung pramono
294,294,"Sah² saja pa Jokowi mau dukung salah satu calon,itulah namanya demokrasi!

Menang kalah itu ditangan pemilih!

Kalo pa jokowi bisa pengaruhi rakyat untuk memilih calon yg beliau dukung,

Itu bukti bahwa beliau masih punya pamor dan punya karisma yg mengatakan bahwa sebagian besar rakyat masih cinta dgn beliau!"
295,295,ya berarti emg bener kan nilai ganjar 16% itu murni kerjaan mulyono kan????
296,296,Otak bulus
297,297,Top Tempo cerdas👍👍👍
298,298,"Ini makanya gua males sama politik indonesia, di menit 9 detik detik 1-15an aja contoh si cewe bilang menurut survey pram pendukungnya 51% bla bla bla… WKWWKWK
DARI MANE LU TAU? ITU LEMBAGA NYATRONIN WARGA ATU’ ATU’??? 🥲😭🤣 kaya digiring banget opininya 🤣😭"
299,299,Hancur lebur ksn Mulyono sekeluarga tetep pak Andika perkasa.
300,300,"Ini analisa saja yaa..jika misalnya semua balon Gub dan  bupati kota dukungan Jokowi kalah atau menangnya  di bawah 30 % , maka Pak Prabowo harus merubah peta Politiknya..kenapa demikian? Ini bisa jadi akan menyulitkan program2 Pak Prabowo sbg Presiden kedepan...ini cuma analisa ya , bisa jadi salah"
301,301,"Kereen para jurnalis Tempo yg mau buka²an soal bts pilkada ini dengan bahasa yg asik, ringan dan mudah dimengertii👍🏻"
302,302,Biasanya...partai itu banyak bohongnya.....
303,303,Tempo ini niatnya supaya ngak suka Jokowi..kelihatan banget....bror
304,304,Mul...masih ambisi..
305,305,"Rakyat 1000% mendukung pak anies❤❤❤,jangan sakiti pak anis atau satu miliyar rakyat indonesia akan tersakiti"
306,306,"Sejak Jokowi endors anaknya bagi-bagi sembako, dia udah kaya keset bagiku. Bangun jalanan pake utang siapa yang tidak bisa??."
307,307,"Semacam partai kuning dan biru tdk akan kapok utk mendukung keluarga pak wi wi, khususnya jika pimpinannya bukan orang baru"
308,308,Jangan pilih antek mulyono
309,309,Menarik
310,310,Nyemplung sekalian basah sekalian tenggelam dan mampussssss
311,311,Konten nyiyir tempo
312,312,KPK.. cb amankn mntan Lurah 1 ini.bwt mslh tros nmpkny..
313,313,Jangan bagikan apa nya yaaa? Yg terkena hak cipta?
314,314,Dulu Pdip mau Mengusung An is ut gubernur jkarta kenapa tdk jadi??? Apa jaminan  janji pdip ut memberikan panggung ut an is di th. 2029 ???
315,315,ARA menganggap dukungan. Anis ke pram menguntungkan rk ??? Apakah itu bukan sekedar menghibur diri.
316,316,dlm politik tak ada musuh dan kawan abadi.yg ada cuma kepentingan yg sama.
317,317,Projo meilih siapa yang diendorse Jokowi
318,318,Kami Projo siap menangkan calon yang diendorse Jokowi
319,319,Pilkada tahun ini paling buruk..... Pemenang nya sudah ditentukan.... KIM.... Pemenang nya
320,320,"Politik itu penuh dengan TRIK TRIK
PENUH DENGAN KECURIGAAN DAN  ASUMSI"
321,321,"Ada info A 1,5  Anies ke Pram juga ada permintaan SP."
322,322,"Raja Solo sdh habis.
Jika Pilkada jujur semua calon RS akan kalah"
323,323,"Terlalu jauh jika Fufufafa untuk RI 1 di 2029.

Fufufafa sdh selesai."
324,324,Betawi pny gaya ente tau kan ....ENTE JUAL ANE BORONG....Pny niat ga Bae di JKT .. insyaallah.........GAGAL....
325,325,"Mul, ijazah mana?. Bawa ke pengadilan ditunggu dari senin jebod gak dateng2 yono,."
326,326,Emang daerah lain gk ketat? Sedih indonesia luas tpi jakarta mulu yg dibahas
327,327,"Hari ini akan tumbang PDIP lihat aja nanti 0k,
Ingat jokowi sudah rakyat biasa dia juga punya hak sebagai rakyat biasa untuk menentukan pilihan, 
PDIP  PARTAI YANG RAKUS karana itu rakyat tidak buta akan tidaK memilihnya"
328,328,"Bener bener mas mul ini orang tanpa malu, hebat yah."
329,329,😂😂😂hdeh komplotan tukang ngerumpi ...kgak usah ngomongin yg msh jauh woyy 😂😂😂
330,330,"HABIB RIZIQ SJ MENDUKUNG "" RK "" GUBERNUR DKI."
331,331,"HARAPAN RAKYAT INDONESIA HANYA KEPADA TEMPO SOAL KEBENARAN, TIDAK KEPADA MEDIA MEDIA LAIN YANG SUDAH TERBELENGGU"
332,332,jgn pilih paselon yg hanya obral janji...obral duwet...yg nggak profesional...yg intelegisia nya rendah...yg mikir pribadinya...
333,333,Politik licik
334,334,Negara wayang ya seperti itulah
335,335,Cawe cawe teros raja kurawa
336,336,Jokowi ga ada rasa malu2nya padahal rakyt sudah banyak yang mengkritik dan menghina .
337,337,PIL KADA 2024.TELAH DI ACAK2 OLEH ORANG2 BESAR YG PIKUN.YG INGIN MERUSAK DEMOKRASI
338,338,"Mau campur tangan, campur kaki, campur apapun ora urus... rakyat juga tetap miskin sampai dunia kiamat."
339,339,Aku tahu siapa di balik operasi senyap Andika..... berani ber taruh ... pasti ....Mertua nya....
340,340,Gw tetap RK.
341,341,Jika pram & dul menang di jakarta...semoga hubungan antara pdip dengan anis bar edan..sebatas membeli. sate dan bukan membeli kambing yaman
342,342,hapus mulyono dari dunia politik
343,343,Partai aja sampai kapok sama kelakuannya RK yaa 😅😅 Gmn beneran jadi pemimpin daerah yg lebih berkuasa yaaa.
344,344,Podcast sok tahu
345,345,Smg bpk presiden Prabowo  jgn ikut mengotori tangan sampeyan  . Klo mukidiiiii tangannya berlumuran Dosa2  kpd masyarakat indonesia  jgn mengikuti langkah mukidiiii😮😮😮
346,346,"Jokowi ber KTP Jawa Tengah, Prabowo Jawa Barat, Ridwan Kamil Jawa Barat, Suswono Jawa Barat,,ngajak milih pasangan RK Suswono,, sementara mereka gak milih,,cuma ngajak orang lain doang,,aneeh,,,,,"
347,347,ga nyangka jokowi se brutal ini 😢
348,348,Parcok.....wereng coklat
349,349,"Saya jadi bingung blm ada pilihan padahal sdh tinggal besok, diantara cagub tidak ada dalam pilihan saya, yang satu didukung partai penguasa, yang satu lagi tidak cocok dengan partai pengusungnya, yang berikutnya saya blm tau sepak terjangnya selama ini.  JADI HARUS BAGAIMANA SAYA YAH..........    ?"
350,350,"Kalian terlalu di takut-takuti keberadaan Jokowi... Dia itu boneka oligarki... 
Sebenarnya gak punya kekuatan....
Yang seharusnya di waspadai itu aparatur2 yang berada di rezim... Mereka begitu mudah di kendalikan...
Mereka begitu leluasa mengubah data2..."
351,351,Di mana JOKOWI memihak di situ lawan yg harus di dukung.
352,352,siapapun yang diusung mulyono skip
353,353,Yg jelas.... prabowo  dijadikan bonekanya mulyono
354,354,Wah mantap nih obrolan kalen👍👍👍👍👍
355,355,Rk mau rame karena ngga mau denger pertanyaan frontal perihal persija
356,356,Kemungkinan angkatannnya Andika banyak yang kecewa karena ketika dia menjadi panglima tidak yg diangkat menjadi bintang 4. Dan kemungkinan juga ini dijadikan senjata oleh tim luthfi yasin utk dpt dukungan ijo.
357,357,PDI-P   jika menuru terus di jateng....evaluasi yg suka ngomong  korea-korea itu bosss ..😂😂😂
358,358,Ngarang cerita
359,359,"MANTAN PENDUKUNG JOKOWI TAPI BUKAN PENDUKUNG ANIES...

GO PRAMONO-RANO (JAKARTA)
GO ANDIKA-HENDI (JATENG)
GO ANSY-JANE (NTT)

SEMOGA TIGA INI MENANG TELAK..."
360,360,Parcok
361,361,"yg bs bikin mantan pak lurah senyum bahagia itu rekor menang kontestasi politik

bukan rekor bikin rakyat sejahtera

dipikirin pun kayaknya ngga"
362,362,Tebar sembako
363,363,Pisang coklat.
364,364,"Kalau partai ada yg mengusu ng Gibran untuk menuju ke 2029 mata partainya sudah buta, pilih kader yg mampu memimpin bangsa dgn baik,yg mampu mencerdaskan dan mensejahterakan rakyat bangsa Indonesia."
365,365,Sebaik apapun cagupnya klo jadi petugas partai pasti nggak bisa bekeja dengan maksimal  selalu di interfensi ketumnya.
366,366,2029 presiden  ANDIKA-ANIS
367,367,Ogah dukung petugas partai
368,368,"Prabowo takut sama jokowi, makanya disuru kampanye ya mau saja...."
369,369,Kebusukan Jokowi berlanjut
370,370,Ini org 2 yg benci ke pemerintahan 😂😂😂😂
371,371,Menanam  untuk kepentingan pribadi dengan nitip sama ketua parpol parpol  bersama Kim pls
372,372,MEDIA ORANG WARAS
373,373,Mana suara barisan pak Jokowi..
374,374,"LINGAS     BUKAN   LINGHAS , 
SUSAH DI TANGKAP"
375,375,PKS di mana ya PKS yg di jakarta
376,376,I Love PERSIJA Jangan pernah pilih orang yg pernah menjelek jelekan PERSIJA hancurkan suaranya jangan pilih
377,377,Podcast halu..
378,378,"Grup omon, bicara berdasarkan persepsi"
379,379,Mantab BAP terpercaya jadi acuan masyarakat yg peduli politik. H+2 sdh 1 juta views 👍👍👍
380,380,Siapa pun yg didukung Jokowi pasti didukung oleh rakyat! Hidup RK !
381,381,"Mantap TEMPO👍👍👍
❤"
382,382,"PDI-P akan mendukung Anies? Ingat, bila itu terjadi maka PDI-P pasti akan terpuruk ditinggalkan rakyat !"
383,383,"inilah produk mak banteng & diproduksi di gorong"" yg lupa ditutup."
384,384,Apakah mulionow akan tumbang besok? Semoga saja
385,385,Hadir😅
386,386,"Gimana sihh kalian itu, dulu bilangnya Jokowi itu cuman petugas partai, boneka partai, plonga plongo. Kalau sudah tidak jadi presiden akan jadi bebek lumpuh, tidak akan ada pengaruh apapun juga, akan di cuekin prabowo, akan di abaikan oleh partai2  politik, dari gorong gorong bakal masuk lagi ke gorong2. Sekarang kok bahas nya masih seputar Jokowi mulu, apakah begitu powerful nya, apakah sedemikian berpengaruh, apakah masih punya taring, apakah dia ketua umum sebuah partai yg kuat... ???"
387,387,Jatim tenggelamkan calon dukungan KIM plus
388,388,Bocor alus kerreen
389,389,"Klo lutfi&RK kalah otomatis dngan sendirinya mulyono melemah tp sebaliknya klo mereka menang mulyono makin di atas angin jngankan PDIP, prabowo pun tak bisa membendung"
390,390,Bukan lawan selevel
391,391,Teman² rekomend cagub jabar 2024 siapa yah??  Alasannya dong..
392,392,Mas Pram kok tambah gemuk ya...😂
393,393,Joko kejebak😅
394,394,"22 nya GTM. Yg 1 udah menjabat udah bukan jalurnya , yg 1 lg udah pensiun tapi masih aja..😀😀"
395,395,"Wah nampaknya Mulyono harus keluarkan koceknya sendiri agar bantu pilihannya menang, percaya lah kan masih banyak tinggal tarik dari pundi-pundi nya di luar negeri😂"
396,396,orang2 halu yg merasa paling pinter
397,397,Bocor alus.lebih intelegen dari Intelegen 😂😂😂
398,398,"Biar mulyono turun gunung, rambo tetep yg terbaik, pasti menang, biar bansos disebar sejateng, hati rakyat tetep pilih andika, bansos itu uang rakyat lho,,, bukan punya paslon"
399,399,"Keren bocor alus, sungguh mencerdaskan bangsa.. Sy sdh muak dgn politik dinasti yg hanya ingin menguntungkan diri, keluarga dan kelompok nya saja..."
400,400,Andika jateng
401,401,"58% mulyono minta untuk Rk...bisa aja, tapi libatkan komando 58 yaitu Qodari, si penjilat akut..."
402,402,Bocor Alus memang tidak pernah gagal untuk membuka wawasan perihal politik
403,403,PAK PRESIDEN SEHARUS NYA JGN TURUT CAMPUR MASALAH PILKADA ...JADI DI ANTARA RAKYAT TIDAK TERJADI KECEMBURUAN .
404,404,"RK  calon gubernur jakarta .. kok ketemu jokowi .. bukannya tokoh yang ada di jakarta ...
Wkwkwkwkwkkwkkk ...
Jokowi efek di jakarta hanya dibawah 20%"
405,405,Tempo keknya julid bngt sama pak jokowi😂
406,406,"Sudah ga ngaruh,,karna sudah ga bisa bagi bagi Bansos😂"
407,407,Plot twist ternyata yg menang Dharma Pongrekun
408,408,Pram dullll gassss
409,409,Jokowi dah ga punya no power dan ga punya partai.
410,410,RK serakah
411,411,"Ini acara, orang orangnya sok tau semua. 
Liat aja tanggal 27 . Siapa yg menang."
412,412,Mulyono kocak
413,413,Mw nanya serius nanya. Kenapa jokowi masih bisa berpengaruh ya?
414,414,keren beritanya
415,415,Petugas oligargi yg berprestasi
416,416,Yang anti tesis jokowi sini kumpul
417,417,Gua ahoker..dr awal gak belok² dr Pak Pram. Bahkan dgn masuknya Anies. 😁😁😁 gak masalah..
418,418,Parcok Parcok.. Yg gaji rakyat malah kerja buat kades
419,419,Siapapun yg didukung Mulyono dipilkada rakyat yg cerdas pasti tidak mendukungnya.
420,420,"PKB ternyata kesel juga toh..langkah dia jd wagub di Jakarta dipotong kompas..padahal waktu kemarin sudah ada suara Merah Ijo gabung..😅😅😅😅😅😅 

Langsung matiin mesin..hahahahahaha"
421,421,"Hidup Jawa Timur, Risma-Gus Hans, Risma, Risma, Menang, Menang, Menang Telak....
Tenggelamkan Khopipah dukungan Mulyono !!!"
422,422,"baru kali ini iklan yt mempromosikan salah satu calon pilkada, jateng"
423,423,Saya jatim mendukung andika
424,424,"Tinggal buktikan saja siapa yg punya efek terhadap pilkada kali ini,apakah jokowi masih punya efek itu atau anis yg punya efek itu kita tunggu saja,kususnya pertarungan di jakarta kali ini dan jateng ."
425,425,Ga akan pernah puas bagi seorang yg haus kekuasaan apapun akan ditempuh
426,426,Kenapa gibran gak ikut kampanye 😂
427,427,"""gimana ceritanya"" seperti ngarang.. bs percaya bs gak..."
428,428,Setuju pram .. politisi koq dipercaya
429,429,Tumbangkan kezaliman!
430,430,Sejarah Indonesia...dulu para mantan orang nomor SATU Indonesia setelah pangsiun sudah istirahat....nah sekarang kok cawe-cawe ora isin..iya sih itu hak
431,431,Pram itu didukung dari partai PDIP ya?? Kalau partai yg paling banyak korupsi nya itu partai apa?
432,432,MAntan presiden kok jadi jurkam gak level tau
433,433,"Pembela Prabowo dan jkw  akan teriak blm move on,andai di pihak prabowo jkw di lerlakukan gitu pasti akan teriak curang,pemilu sdh ga jujur krn warisan dulu,nabrak aturan yg di sahkan MK,selanjutnya aturan di langgar penguasa adalh bebas  dan wajar,"
434,434,Semoga yg didukung jokowi semua calonya kalah telak
435,435,"Joowi dan sby,,,gimana ni critanya"
436,436,"Mulyono tdk takut prabowo, takut nya sama anis karna susah di atur😂"
437,437,Woooi ingat ingat nanti kalo kalah biarkan yg menang ngatur jgn nyalahin jokowi lagi ya nèng 🤪🤪
